"Año","Trimestre","Provincia","Número de denuncias por violencia de género"
"Año 2017","Tercero","Pontevedra","660.0"
"Año 2017","Tercero","Madrid","6705.0"
"Año 2017","Tercero","Murcia","2140.0"
"Año 2017","Tercero","Navarra","422.0"
"Año 2017","Tercero","Araba/Álava","240.0"
"Año 2017","Tercero","Gipuzkoa","365.0"
"Año 2017","Tercero","Bizkaia","765.0"
"Año 2017","Tercero","La Rioja","199.0"
"Año 2017","Tercero","Ceuta","58.0"
"Año 2017","Tercero","Melilla","60.0"
"Año 2017","Cuarto","Almería","796.0"
"Año 2017","Cuarto","Cádiz","946.0"
"Año 2017","Cuarto","Córdoba","464.0"
"Año 2017","Cuarto","Granada","947.0"
"Año 2017","Cuarto","Huelva","563.0"
"Año 2017","Cuarto","Jaén","515.0"
"Año 2017","Cuarto","Málaga","1939.0"
"Año 2017","Cuarto","Sevilla","2234.0"
"Año 2017","Cuarto","Huesca","86.0"
"Año 2017","Cuarto","Teruel","38.0"
"Año 2017","Cuarto","Zaragoza","835.0"
"Año 2017","Cuarto","Asturias","698.0"
"Año 2017","Cuarto","Illes Balears","1291.0"
"Año 2017","Cuarto","Las Palmas","1219.0"
"Año 2017","Cuarto","Santa Cruz de Tenerife","1038.0"
"Año 2017","Cuarto","Cantabria","436.0"
"Año 2017","Cuarto","Ávila","55.0"
"Año 2017","Cuarto","Burgos","223.0"
"Año 2017","Cuarto","León","229.0"
"Año 2017","Cuarto","Palencia","96.0"
"Año 2017","Cuarto","Salamanca","155.0"
"Año 2017","Cuarto","Segovia","69.0"
"Año 2017","Cuarto","Soria","41.0"
"Año 2017","Cuarto","Valladolid","377.0"
"Año 2017","Cuarto","Zamora","55.0"
"Año 2017","Cuarto","Albacete","217.0"
"Año 2017","Cuarto","Ciudad Real","368.0"
"Año 2017","Cuarto","Cuenca","80.0"
"Año 2017","Cuarto","Guadalajara","159.0"
"Año 2017","Cuarto","Toledo","420.0"
"Año 2017","Cuarto","Barcelona","3900.0"
"Año 2017","Cuarto","Girona","473.0"
"Año 2017","Cuarto","Lleida","325.0"
"Año 2017","Cuarto","Tarragona","741.0"
"Año 2017","Cuarto","Alicante/Alacant","1992.0"
"Año 2017","Cuarto","Castellón/Castelló","479.0"
"Año 2017","Cuarto","Valencia/València","3057.0"
"Año 2017","Cuarto","Badajoz","438.0"
"Año 2017","Cuarto","Cáceres","214.0"
"Año 2017","Cuarto","A Coruña","570.0"
"Año 2017","Cuarto","Lugo","138.0"
"Año 2017","Cuarto","Ourense","204.0"
"Año 2017","Cuarto","Pontevedra","581.0"
"Año 2017","Cuarto","Madrid","6915.0"
"Año 2017","Cuarto","Murcia","1949.0"
"Año 2017","Cuarto","Navarra","403.0"
"Año 2017","Cuarto","Araba/Álava","205.0"
"Año 2017","Cuarto","Gipuzkoa","287.0"
"Año 2017","Cuarto","Bizkaia","702.0"
"Año 2017","Cuarto","La Rioja","168.0"
"Año 2017","Cuarto","Ceuta","87.0"
"Año 2017","Cuarto","Melilla","74.0"
"Año 2018","Primero","Almería","807.0"
"Año 2018","Primero","Cádiz","917.0"
"Año 2018","Primero","Córdoba","435.0"
"Año 2018","Primero","Granada","805.0"
"Año 2018","Primero","Huelva","555.0"
"Año 2018","Primero","Jaén","487.0"
"Año 2018","Primero","Málaga","1893.0"
"Año 2018","Primero","Sevilla","1964.0"
"Año 2018","Primero","Huesca","108.0"
"Año 2018","Primero","Teruel","71.0"
"Año 2018","Primero","Zaragoza","690.0"
"Año 2018","Primero","Asturias","800.0"
"Año 2018","Primero","Illes Balears","1170.0"
"Año 2018","Primero","Las Palmas","1125.0"
"Año 2018","Primero","Santa Cruz de Tenerife","976.0"
"Año 2018","Primero","Cantabria","521.0"
"Año 2018","Primero","Ávila","66.0"
"Año 2018","Primero","Burgos","228.0"
"Año 2018","Primero","León","256.0"
"Año 2018","Primero","Palencia","74.0"
"Año 2018","Primero","Salamanca","177.0"
"Año 2018","Primero","Segovia","72.0"
"Año 2018","Primero","Soria","26.0"
"Año 2018","Primero","Valladolid","282.0"
"Año 2018","Primero","Zamora","67.0"
"Año 2018","Primero","Albacete","190.0"
"Año 2018","Primero","Ciudad Real","399.0"
"Año 2018","Primero","Cuenca","81.0"
"Año 2018","Primero","Guadalajara","169.0"
"Año 2018","Primero","Toledo","440.0"
"Año 2018","Primero","Barcelona","4142.0"
"Año 2018","Primero","Girona","466.0"
"Año 2018","Primero","Lleida","372.0"
"Año 2018","Primero","Tarragona","760.0"
"Año 2018","Primero","Alicante/Alacant","2207.0"
"Año 2018","Primero","Castellón/Castelló","423.0"
"Año 2018","Primero","Valencia/València","2735.0"
"Año 2018","Primero","Badajoz","426.0"
"Año 2018","Primero","Cáceres","184.0"
"Año 2018","Primero","A Coruña","471.0"
"Año 2018","Primero","Lugo","130.0"
"Año 2018","Primero","Ourense","177.0"
"Año 2018","Primero","Pontevedra","476.0"
"Año 2018","Primero","Madrid","6431.0"
"Año 2018","Primero","Murcia","2088.0"
"Año 2018","Primero","Navarra","445.0"
"Año 2018","Primero","Araba/Álava","235.0"
"Año 2018","Primero","Gipuzkoa","369.0"
"Año 2018","Primero","Bizkaia","822.0"
"Año 2018","Primero","La Rioja","174.0"
"Año 2018","Primero","Ceuta","80.0"
"Año 2018","Primero","Melilla","122.0"
"Año 2018","Segundo","Almería","1236.0"
"Año 2018","Segundo","Cádiz","1048.0"
"Año 2018","Segundo","Córdoba","465.0"
"Año 2018","Segundo","Granada","797.0"
"Año 2018","Segundo","Huelva","616.0"
"Año 2018","Segundo","Jaén","521.0"
"Año 2018","Segundo","Málaga","2092.0"
"Año 2018","Segundo","Sevilla","2107.0"
"Año 2018","Segundo","Huesca","94.0"
"Año 2018","Segundo","Teruel","57.0"
"Año 2018","Segundo","Zaragoza","900.0"
"Año 2018","Segundo","Asturias","749.0"
"Año 2018","Segundo","Illes Balears","1287.0"
"Año 2018","Segundo","Las Palmas","1151.0"
"Año 2018","Segundo","Santa Cruz de Tenerife","856.0"
"Año 2018","Segundo","Cantabria","424.0"
"Año 2018","Segundo","Ávila","82.0"
"Año 2018","Segundo","Burgos","179.0"
"Año 2018","Segundo","León","239.0"
"Año 2018","Segundo","Palencia","79.0"
"Año 2018","Segundo","Salamanca","137.0"
"Año 2018","Segundo","Segovia","104.0"
"Año 2018","Segundo","Soria","30.0"
"Año 2018","Segundo","Valladolid","356.0"
"Año 2018","Segundo","Zamora","97.0"
"Año 2018","Segundo","Albacete","222.0"
"Año 2018","Segundo","Ciudad Real","401.0"
"Año 2018","Segundo","Cuenca","94.0"
"Año 2018","Segundo","Guadalajara","176.0"
"Año 2018","Segundo","Toledo","433.0"
"Año 2018","Segundo","Barcelona","4139.0"
"Año 2018","Segundo","Girona","505.0"
"Año 2018","Segundo","Lleida","355.0"
"Año 2018","Segundo","Tarragona","850.0"
"Año 2018","Segundo","Alicante/Alacant","2268.0"
"Año 2018","Segundo","Castellón/Castelló","421.0"
"Año 2018","Segundo","Valencia/València","3060.0"
"Año 2018","Segundo","Badajoz","427.0"
"Año 2018","Segundo","Cáceres","195.0"
"Año 2018","Segundo","A Coruña","742.0"
"Año 2018","Segundo","Lugo","169.0"
"Año 2018","Segundo","Ourense","189.0"
"Año 2018","Segundo","Pontevedra","625.0"
"Año 2018","Segundo","Madrid","6698.0"
"Año 2018","Segundo","Murcia","2117.0"
"Año 2018","Segundo","Navarra","455.0"
"Año 2018","Segundo","Araba/Álava","252.0"
"Año 2018","Segundo","Gipuzkoa","333.0"
"Año 2018","Segundo","Bizkaia","846.0"
"Año 2018","Segundo","La Rioja","203.0"
"Año 2018","Segundo","Ceuta","65.0"
"Año 2018","Segundo","Melilla","134.0"
"Año 2018","Tercero","Almería","1183.0"
"Año 2018","Tercero","Cádiz","1113.0"
"Año 2018","Tercero","Córdoba","470.0"
"Año 2018","Tercero","Granada","938.0"
"Año 2018","Tercero","Huelva","552.0"
"Año 2018","Tercero","Jaén","485.0"
"Año 2018","Tercero","Málaga","2058.0"
"Año 2018","Tercero","Sevilla","1827.0"
"Año 2018","Tercero","Huesca","133.0"
"Año 2018","Tercero","Teruel","68.0"
"Año 2018","Tercero","Zaragoza","895.0"
"Año 2018","Tercero","Asturias","765.0"
"Año 2018","Tercero","Illes Balears","1539.0"
"Año 2018","Tercero","Las Palmas","1129.0"
"Año 2018","Tercero","Santa Cruz de Tenerife","977.0"
"Año 2018","Tercero","Cantabria","576.0"
"Año 2018","Tercero","Ávila","86.0"
"Año 2018","Tercero","Burgos","211.0"
"Año 2018","Tercero","León","250.0"
"Año 2018","Tercero","Palencia","79.0"
"Año 2018","Tercero","Salamanca","177.0"
"Año 2018","Tercero","Segovia","88.0"
"Año 2018","Tercero","Soria","38.0"
"Año 2018","Tercero","Valladolid","349.0"
"Año 2018","Tercero","Zamora","85.0"
"Año 2018","Tercero","Albacete","270.0"
"Año 2018","Tercero","Ciudad Real","522.0"
"Año 2018","Tercero","Cuenca","125.0"
"Año 2018","Tercero","Guadalajara","217.0"
"Año 2018","Tercero","Toledo","468.0"
"Año 2018","Tercero","Barcelona","4041.0"
"Año 2018","Tercero","Girona","557.0"
"Año 2018","Tercero","Lleida","426.0"
"Año 2018","Tercero","Tarragona","792.0"
"Año 2018","Tercero","Alicante/Alacant","2280.0"
"Año 2018","Tercero","Castellón/Castelló","467.0"
"Año 2018","Tercero","Valencia/València","3321.0"
"Año 2018","Tercero","Badajoz","406.0"
"Año 2018","Tercero","Cáceres","188.0"
"Año 2018","Tercero","A Coruña","714.0"
"Año 2018","Tercero","Lugo","195.0"
"Año 2018","Tercero","Ourense","213.0"
"Año 2018","Tercero","Pontevedra","662.0"
"Año 2018","Tercero","Madrid","6988.0"
"Año 2018","Tercero","Murcia","2325.0"
"Año 2018","Tercero","Navarra","461.0"
"Año 2018","Tercero","Araba/Álava","225.0"
"Año 2018","Tercero","Gipuzkoa","377.0"
"Año 2018","Tercero","Bizkaia","830.0"
"Año 2018","Tercero","La Rioja","245.0"
"Año 2018","Tercero","Ceuta","68.0"
"Año 2018","Tercero","Melilla","106.0"
"Año 2018","Cuarto","Almería","1126.0"
"Año 2018","Cuarto","Cádiz","1078.0"
"Año 2018","Cuarto","Córdoba","456.0"
"Año 2018","Cuarto","Granada","1015.0"
"Año 2018","Cuarto","Huelva","493.0"
"Año 2018","Cuarto","Jaén","538.0"
"Año 2018","Cuarto","Málaga","1935.0"
"Año 2018","Cuarto","Sevilla","1847.0"
"Año 2018","Cuarto","Huesca","106.0"
"Año 2018","Cuarto","Teruel","32.0"
"Año 2018","Cuarto","Zaragoza","899.0"
"Año 2018","Cuarto","Asturias","795.0"
"Año 2018","Cuarto","Illes Balears","1356.0"
"Año 2018","Cuarto","Las Palmas","1168.0"
"Año 2018","Cuarto","Santa Cruz de Tenerife","960.0"
"Año 2018","Cuarto","Cantabria","479.0"
"Año 2018","Cuarto","Ávila","87.0"
"Año 2018","Cuarto","Burgos","172.0"
"Año 2018","Cuarto","León","257.0"
"Año 2018","Cuarto","Palencia","75.0"
"Año 2018","Cuarto","Salamanca","164.0"
"Año 2018","Cuarto","Segovia","88.0"
"Año 2018","Cuarto","Soria","44.0"
"Año 2018","Cuarto","Valladolid","373.0"
"Año 2018","Cuarto","Zamora","65.0"
"Año 2018","Cuarto","Albacete","219.0"
"Año 2018","Cuarto","Ciudad Real","400.0"
"Año 2018","Cuarto","Cuenca","115.0"
"Año 2018","Cuarto","Guadalajara","208.0"
"Año 2018","Cuarto","Toledo","523.0"
"Año 2018","Cuarto","Barcelona","3921.0"
"Año 2018","Cuarto","Girona","633.0"
"Año 2018","Cuarto","Lleida","376.0"
"Año 2018","Cuarto","Tarragona","763.0"
"Año 2018","Cuarto","Alicante/Alacant","2091.0"
"Año 2018","Cuarto","Castellón/Castelló","440.0"
"Año 2018","Cuarto","Valencia/València","3207.0"
"Año 2018","Cuarto","Badajoz","449.0"
"Año 2018","Cuarto","Cáceres","195.0"
"Año 2018","Cuarto","A Coruña","725.0"
"Año 2018","Cuarto","Lugo","215.0"
"Año 2018","Cuarto","Ourense","227.0"
"Año 2018","Cuarto","Pontevedra","607.0"
"Año 2018","Cuarto","Madrid","6848.0"
"Año 2018","Cuarto","Murcia","1720.0"
"Año 2018","Cuarto","Navarra","526.0"
"Año 2018","Cuarto","Araba/Álava","228.0"
"Año 2018","Cuarto","Gipuzkoa","373.0"
"Año 2018","Cuarto","Bizkaia","750.0"
"Año 2018","Cuarto","La Rioja","217.0"
"Año 2018","Cuarto","Ceuta","67.0"
"Año 2018","Cuarto","Melilla","87.0"
"Año 2019","Primero","Almería","1083.0"
"Año 2019","Primero","Cádiz","1088.0"
"Año 2019","Primero","Córdoba","422.0"
"Año 2019","Primero","Granada","930.0"
"Año 2019","Primero","Huelva","485.0"
"Año 2019","Primero","Jaén","453.0"
"Año 2019","Primero","Málaga","1833.0"
"Año 2019","Primero","Sevilla","1889.0"
"Año 2019","Primero","Huesca","100.0"
"Año 2019","Primero","Teruel","51.0"
"Año 2019","Primero","Zaragoza","968.0"
"Año 2019","Primero","Asturias","742.0"
"Año 2019","Primero","Illes Balears","1202.0"
"Año 2019","Primero","Las Palmas","1306.0"
"Año 2019","Primero","Santa Cruz de Tenerife","940.0"
"Año 2019","Primero","Cantabria","452.0"
"Año 2019","Primero","Ávila","129.0"
"Año 2019","Primero","Burgos","190.0"
"Año 2019","Primero","León","256.0"
"Año 2019","Primero","Palencia","66.0"
"Año 2019","Primero","Salamanca","153.0"
"Año 2019","Primero","Segovia","100.0"
"Año 2019","Primero","Soria","25.0"
"Año 2019","Primero","Valladolid","338.0"
"Año 2019","Primero","Zamora","74.0"
"Año 2019","Primero","Albacete","215.0"
"Año 2019","Primero","Ciudad Real","441.0"
"Año 2019","Primero","Cuenca","106.0"
"Año 2019","Primero","Guadalajara","200.0"
"Año 2019","Primero","Toledo","502.0"
"Año 2019","Primero","Barcelona","3899.0"
"Año 2019","Primero","Girona","557.0"
"Año 2019","Primero","Lleida","339.0"
"Año 2019","Primero","Tarragona","634.0"
"Año 2019","Primero","Alicante/Alacant","2217.0"
"Año 2019","Primero","Castellón/Castelló","426.0"
"Año 2019","Primero","Valencia/València","2983.0"
"Año 2019","Primero","Badajoz","426.0"
"Año 2019","Primero","Cáceres","177.0"
"Año 2019","Primero","A Coruña","814.0"
"Año 2019","Primero","Lugo","169.0"
"Año 2019","Primero","Ourense","161.0"
"Año 2019","Primero","Pontevedra","592.0"
"Año 2019","Primero","Madrid","6472.0"
"Año 2019","Primero","Murcia","1491.0"
"Año 2019","Primero","Navarra","480.0"
"Año 2019","Primero","Araba/Álava","246.0"
"Año 2019","Primero","Gipuzkoa","407.0"
"Año 2019","Primero","Bizkaia","754.0"
"Año 2019","Primero","La Rioja","203.0"
"Año 2019","Primero","Ceuta","55.0"
"Año 2019","Primero","Melilla","78.0"
"Año 2019","Segundo","Almería","902.0"
"Año 2019","Segundo","Cádiz","1136.0"
"Año 2019","Segundo","Córdoba","523.0"
"Año 2019","Segundo","Granada","934.0"
"Año 2019","Segundo","Huelva","586.0"
"Año 2019","Segundo","Jaén","570.0"
"Año 2019","Segundo","Málaga","1920.0"
"Año 2019","Segundo","Sevilla","1791.0"
"Año 2019","Segundo","Huesca","109.0"
"Año 2019","Segundo","Teruel","51.0"
"Año 2019","Segundo","Zaragoza","721.0"
"Año 2019","Segundo","Asturias","697.0"
"Año 2019","Segundo","Illes Balears","1407.0"
"Año 2019","Segundo","Las Palmas","1317.0"
"Año 2019","Segundo","Santa Cruz de Tenerife","1154.0"
"Año 2019","Segundo","Cantabria","490.0"
"Año 2019","Segundo","Ávila","96.0"
"Año 2019","Segundo","Burgos","207.0"
"Año 2019","Segundo","León","216.0"
"Año 2019","Segundo","Palencia","79.0"
"Año 2019","Segundo","Salamanca","112.0"
"Año 2019","Segundo","Segovia","125.0"
"Año 2019","Segundo","Soria","38.0"
"Año 2019","Segundo","Valladolid","295.0"
"Año 2019","Segundo","Zamora","70.0"
"Año 2019","Segundo","Albacete","227.0"
"Año 2019","Segundo","Ciudad Real","416.0"
"Año 2019","Segundo","Cuenca","129.0"
"Año 2019","Segundo","Guadalajara","177.0"
"Año 2019","Segundo","Toledo","460.0"
"Año 2019","Segundo","Barcelona","3742.0"
"Año 2019","Segundo","Girona","644.0"
"Año 2019","Segundo","Lleida","369.0"
"Año 2019","Segundo","Tarragona","747.0"
"Año 2019","Segundo","Alicante/Alacant","2247.0"
"Año 2019","Segundo","Castellón/Castelló","412.0"
"Año 2019","Segundo","Valencia/València","3191.0"
"Año 2019","Segundo","Badajoz","411.0"
"Año 2019","Segundo","Cáceres","221.0"
"Año 2019","Segundo","A Coruña","611.0"
"Año 2019","Segundo","Lugo","196.0"
"Año 2019","Segundo","Ourense","227.0"
"Año 2019","Segundo","Pontevedra","573.0"
"Año 2019","Segundo","Madrid","6208.0"
"Año 2019","Segundo","Murcia","1478.0"
"Año 2019","Segundo","Navarra","455.0"
"Año 2019","Segundo","Araba/Álava","247.0"
"Año 2019","Segundo","Gipuzkoa","418.0"
"Año 2019","Segundo","Bizkaia","784.0"
"Año 2019","Segundo","La Rioja","205.0"
"Año 2019","Segundo","Ceuta","64.0"
"Año 2019","Segundo","Melilla","90.0"
"Año 2019","Tercero","Almería","980.0"
"Año 2019","Tercero","Cádiz","1086.0"
"Año 2019","Tercero","Córdoba","485.0"
"Año 2019","Tercero","Granada","969.0"
"Año 2019","Tercero","Huelva","726.0"
"Año 2019","Tercero","Jaén","510.0"
"Año 2019","Tercero","Málaga","2289.0"
"Año 2019","Tercero","Sevilla","1962.0"
"Año 2019","Tercero","Huesca","107.0"
"Año 2019","Tercero","Teruel","50.0"
"Año 2019","Tercero","Zaragoza","1074.0"
"Año 2019","Tercero","Asturias","735.0"
"Año 2019","Tercero","Illes Balears","2033.0"
"Año 2019","Tercero","Las Palmas","1402.0"
"Año 2019","Tercero","Santa Cruz de Tenerife","1300.0"
"Año 2019","Tercero","Cantabria","565.0"
"Año 2019","Tercero","Ávila","93.0"
"Año 2019","Tercero","Burgos","232.0"
"Año 2019","Tercero","León","250.0"
"Año 2019","Tercero","Palencia","95.0"
"Año 2019","Tercero","Salamanca","135.0"
"Año 2019","Tercero","Segovia","97.0"
"Año 2019","Tercero","Soria","49.0"
"Año 2019","Tercero","Valladolid","404.0"
"Año 2019","Tercero","Zamora","72.0"
"Año 2019","Tercero","Albacete","274.0"
"Año 2019","Tercero","Ciudad Real","427.0"
"Año 2019","Tercero","Cuenca","229.0"
"Año 2019","Tercero","Guadalajara","272.0"
"Año 2019","Tercero","Toledo","435.0"
"Año 2019","Tercero","Barcelona","3953.0"
"Año 2019","Tercero","Girona","767.0"
"Año 2019","Tercero","Lleida","440.0"
"Año 2019","Tercero","Tarragona","855.0"
"Año 2019","Tercero","Alicante/Alacant","2503.0"
"Año 2019","Tercero","Castellón/Castelló","506.0"
"Año 2019","Tercero","Valencia/València","3301.0"
"Año 2019","Tercero","Badajoz","450.0"
"Año 2019","Tercero","Cáceres","210.0"
"Año 2019","Tercero","A Coruña","710.0"
"Año 2019","Tercero","Lugo","188.0"
"Año 2019","Tercero","Ourense","162.0"
"Año 2019","Tercero","Pontevedra","620.0"
"Año 2019","Tercero","Madrid","6779.0"
"Año 2019","Tercero","Murcia","1725.0"
"Año 2019","Tercero","Navarra","571.0"
"Año 2019","Tercero","Araba/Álava","258.0"
"Año 2019","Tercero","Gipuzkoa","478.0"
"Año 2019","Tercero","Bizkaia","878.0"
"Año 2019","Tercero","La Rioja","220.0"
"Año 2019","Tercero","Ceuta","71.0"
"Año 2019","Tercero","Melilla","140.0"
"Año 2019","Cuarto","Almería","894.0"
"Año 2019","Cuarto","Cádiz","1175.0"
"Año 2019","Cuarto","Córdoba","503.0"
"Año 2019","Cuarto","Granada","950.0"
"Año 2019","Cuarto","Huelva","530.0"
"Año 2019","Cuarto","Jaén","541.0"
"Año 2019","Cuarto","Málaga","2088.0"
"Año 2019","Cuarto","Sevilla","1744.0"
"Año 2019","Cuarto","Huesca","98.0"
"Año 2019","Cuarto","Teruel","52.0"
"Año 2019","Cuarto","Zaragoza","863.0"
"Año 2019","Cuarto","Asturias","715.0"
"Año 2019","Cuarto","Illes Balears","1851.0"
"Año 2019","Cuarto","Las Palmas","1408.0"
"Año 2019","Cuarto","Santa Cruz de Tenerife","959.0"
"Año 2019","Cuarto","Cantabria","497.0"
"Año 2019","Cuarto","Ávila","110.0"
"Año 2019","Cuarto","Burgos","247.0"
"Año 2019","Cuarto","León","216.0"
"Año 2019","Cuarto","Palencia","83.0"
"Año 2019","Cuarto","Salamanca","108.0"
"Año 2019","Cuarto","Segovia","99.0"
"Año 2019","Cuarto","Soria","46.0"
"Año 2019","Cuarto","Valladolid","286.0"
"Año 2019","Cuarto","Zamora","79.0"
"Año 2019","Cuarto","Albacete","253.0"
"Año 2019","Cuarto","Ciudad Real","460.0"
"Año 2019","Cuarto","Cuenca","120.0"
"Año 2019","Cuarto","Guadalajara","299.0"
"Año 2019","Cuarto","Toledo","409.0"
"Año 2019","Cuarto","Barcelona","3723.0"
"Año 2019","Cuarto","Girona","628.0"
"Año 2019","Cuarto","Lleida","380.0"
"Año 2019","Cuarto","Tarragona","831.0"
"Año 2019","Cuarto","Alicante/Alacant","2479.0"
"Año 2019","Cuarto","Castellón/Castelló","559.0"
"Año 2019","Cuarto","Valencia/València","3108.0"
"Año 2019","Cuarto","Badajoz","389.0"
"Año 2019","Cuarto","Cáceres","229.0"
"Año 2019","Cuarto","A Coruña","653.0"
"Año 2019","Cuarto","Lugo","200.0"
"Año 2019","Cuarto","Ourense","114.0"
"Año 2019","Cuarto","Pontevedra","561.0"
"Año 2019","Cuarto","Madrid","6707.0"
"Año 2019","Cuarto","Murcia","1732.0"
"Año 2019","Cuarto","Navarra","451.0"
"Año 2019","Cuarto","Araba/Álava","239.0"
"Año 2019","Cuarto","Gipuzkoa","393.0"
"Año 2019","Cuarto","Bizkaia","825.0"
"Año 2019","Cuarto","La Rioja","194.0"
"Año 2019","Cuarto","Ceuta","74.0"
"Año 2019","Cuarto","Melilla","80.0"
"Año 2020","Primero","Almería","792.0"
"Año 2020","Primero","Cádiz","1177.0"
"Año 2020","Primero","Córdoba","563.0"
"Año 2020","Primero","Granada","923.0"
"Año 2020","Primero","Huelva","509.0"
"Año 2020","Primero","Jaén","450.0"
"Año 2020","Primero","Málaga","1541.0"
"Año 2020","Primero","Sevilla","1360.0"
"Año 2020","Primero","Huesca","86.0"
"Año 2020","Primero","Teruel","57.0"
"Año 2020","Primero","Zaragoza","565.0"
"Año 2020","Primero","Asturias","665.0"
"Año 2020","Primero","Illes Balears","1391.0"
"Año 2020","Primero","Las Palmas","1122.0"
"Año 2020","Primero","Santa Cruz de Tenerife","970.0"
"Año 2020","Primero","Cantabria","453.0"
"Año 2020","Primero","Ávila","67.0"
"Año 2020","Primero","Burgos","224.0"
"Año 2020","Primero","León","191.0"
"Año 2020","Primero","Palencia","76.0"
"Año 2020","Primero","Salamanca","120.0"
"Año 2020","Primero","Segovia","136.0"
"Año 2020","Primero","Soria","32.0"
"Año 2020","Primero","Valladolid","301.0"
"Año 2020","Primero","Zamora","60.0"
"Año 2020","Primero","Albacete","193.0"
"Año 2020","Primero","Ciudad Real","406.0"
"Año 2020","Primero","Cuenca","87.0"
"Año 2020","Primero","Guadalajara","178.0"
"Año 2020","Primero","Toledo","368.0"
"Año 2020","Primero","Barcelona","3292.0"
"Año 2020","Primero","Girona","546.0"
"Año 2020","Primero","Lleida","321.0"
"Año 2020","Primero","Tarragona","624.0"
"Año 2020","Primero","Alicante/Alacant","2098.0"
"Año 2020","Primero","Castellón/Castelló","453.0"
"Año 2020","Primero","Valencia/València","2687.0"
"Año 2020","Primero","Badajoz","369.0"
"Año 2020","Primero","Cáceres","177.0"
"Año 2020","Primero","A Coruña","598.0"
"Año 2020","Primero","Lugo","176.0"
"Año 2020","Primero","Ourense","102.0"
"Año 2020","Primero","Pontevedra","521.0"
"Año 2020","Primero","Madrid","5575.0"
"Año 2020","Primero","Murcia","1499.0"
"Año 2020","Primero","Navarra","475.0"
"Año 2020","Primero","Araba/Álava","230.0"
"Año 2020","Primero","Gipuzkoa","329.0"
"Año 2020","Primero","Bizkaia","728.0"
"Año 2020","Primero","La Rioja","195.0"
"Año 2020","Primero","Ceuta","50.0"
"Año 2020","Primero","Melilla","77.0"
"Año 2020","Segundo","Almería","678.0"
"Año 2020","Segundo","Cádiz","1092.0"
"Año 2020","Segundo","Córdoba","451.0"
"Año 2020","Segundo","Granada","836.0"
"Año 2020","Segundo","Huelva","616.0"
"Año 2020","Segundo","Jaén","433.0"
"Año 2020","Segundo","Málaga","1510.0"
"Año 2020","Segundo","Sevilla","1163.0"
"Año 2020","Segundo","Huesca","104.0"
"Año 2020","Segundo","Teruel","42.0"
"Año 2020","Segundo","Zaragoza","701.0"
"Año 2020","Segundo","Asturias","697.0"
"Año 2020","Segundo","Illes Balears","1371.0"
"Año 2020","Segundo","Las Palmas","1287.0"
"Año 2020","Segundo","Santa Cruz de Tenerife","917.0"
"Año 2020","Segundo","Cantabria","385.0"
"Año 2020","Segundo","Ávila","67.0"
"Año 2020","Segundo","Burgos","156.0"
"Año 2020","Segundo","León","197.0"
"Año 2020","Segundo","Palencia","51.0"
"Año 2020","Segundo","Salamanca","87.0"
"Año 2020","Segundo","Segovia","80.0"
"Año 2020","Segundo","Soria","49.0"
"Año 2020","Segundo","Valladolid","241.0"
"Año 2020","Segundo","Zamora","57.0"
"Año 2020","Segundo","Albacete","203.0"
"Año 2020","Segundo","Ciudad Real","313.0"
"Año 2020","Segundo","Cuenca","110.0"
"Año 2020","Segundo","Guadalajara","243.0"
"Año 2020","Segundo","Toledo","457.0"
"Año 2020","Segundo","Barcelona","3085.0"
"Año 2020","Segundo","Girona","539.0"
"Año 2020","Segundo","Lleida","316.0"
"Año 2020","Segundo","Tarragona","529.0"
"Año 2020","Segundo","Alicante/Alacant","1806.0"
"Año 2020","Segundo","Castellón/Castelló","391.0"
"Año 2020","Segundo","Valencia/València","2761.0"
"Año 2020","Segundo","Badajoz","312.0"
"Año 2020","Segundo","Cáceres","208.0"
"Año 2020","Segundo","A Coruña","627.0"
"Año 2020","Segundo","Lugo","145.0"
"Año 2020","Segundo","Ourense","227.0"
"Año 2020","Segundo","Pontevedra","490.0"
"Año 2020","Segundo","Madrid","5103.0"
"Año 2020","Segundo","Murcia","1378.0"
"Año 2020","Segundo","Navarra","468.0"
"Año 2020","Segundo","Araba/Álava","197.0"
"Año 2020","Segundo","Gipuzkoa","329.0"
"Año 2020","Segundo","Bizkaia","760.0"
"Año 2020","Segundo","La Rioja","183.0"
"Año 2020","Segundo","Ceuta","56.0"
"Año 2020","Segundo","Melilla","72.0"
"Año 2020","Tercero","Almería","1109.0"
"Año 2020","Tercero","Cádiz","1474.0"
"Año 2020","Tercero","Córdoba","481.0"
"Año 2020","Tercero","Granada","1141.0"
"Año 2020","Tercero","Huelva","732.0"
"Año 2020","Tercero","Jaén","600.0"
"Año 2020","Tercero","Málaga","1962.0"
"Año 2020","Tercero","Sevilla","1567.0"
"Año 2020","Tercero","Huesca","97.0"
"Año 2020","Tercero","Teruel","40.0"
"Año 2020","Tercero","Zaragoza","728.0"
"Año 2020","Tercero","Asturias","766.0"
"Año 2020","Tercero","Illes Balears","1741.0"
"Año 2020","Tercero","Las Palmas","1409.0"
"Año 2020","Tercero","Santa Cruz de Tenerife","1111.0"
"Año 2020","Tercero","Cantabria","462.0"
"Año 2020","Tercero","Ávila","92.0"
"Año 2020","Tercero","Burgos","209.0"
"Año 2020","Tercero","León","256.0"
"Año 2020","Tercero","Palencia","63.0"
